closed_at,signal_id,pair,kind,slice_id,side,entry_price,exit_price,stop_price,notional_zar,pnl_zar,outcome,bars_held,exit_reason,entry_guard,regime
2026-08-14T22:15:21+00:00,,LINKZAR,SPOT,feat_trend_strength_20:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,XAUTZAR,SPOT,feat_trend_strength_20:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,LINKZAR,SPOT,feat_trend_slope_20:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,XAUTZAR,SPOT,feat_trend_slope_20:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,LINKZAR,SPOT,feat_ret_20:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,XAUTZAR,SPOT,feat_ret_20:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,LINKZAR,SPOT,feat_ret_10:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,XAUTZAR,SPOT,feat_ret_10:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,XAUTZAR,SPOT,feat_ret_1:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,LINKZAR,SPOT,feat_ret_5:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,LINKZAR,SPOT,feat_ext_vs_ma_20:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,XAUTZAR,SPOT,feat_ext_vs_ma_20:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,LINKZAR,SPOT,feat_atr_norm_ext:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,XAUTZAR,SPOT,feat_atr_norm_ext:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
2026-08-14T22:15:21+00:00,,LINKZAR,SPOT,feat_ext_vs_ma_10:2:SHORT,SELL,,,,0,0,skipped,0,regime,regime_blocked,bull
