slice_id,kind,feature,state,side,folds,walk_forward_pass_pattern,walk_forward_pass_count,fold_mean_rets,fold_sizes,n,mean_ret_costadj,p_value,validated,horizon_bars,stop_atr_mult,hostile_n,hostile_mean_ret,regime_confounded,hostile_unproven,session_asia_n,session_asia_mean_ret_costadj,session_asia_hit_rate,session_eu_n,session_eu_mean_ret_costadj,session_eu_hit_rate,session_us_n,session_us_mean_ret_costadj,session_us_hit_rate
feat_ext_vs_ma_50:1:LONG:h12,SPOT,feat_ext_vs_ma_50,1,LONG,5,00000,0,"-0.000507,-0.001250,-0.002665,-0.000274,-0.002172","3556,3609,3250,3975,3932",18351,-0.0013479868823985076,0.002571149499785541,False,12,3.5,5023,-0.00018699532457985957,True,False,6251,-0.0009147245062225091,0.3940169572868341,6157,-0.0009565692182874495,0.37729413675491313,5943,-0.002209215499495588,0.3503281171125694
feat_ext_vs_ma_20:0:LONG:h12,SPOT,feat_ext_vs_ma_20,0,LONG,5,00011,2,"-0.002044,-0.002710,-0.004395,0.005681,0.000579","1271,1213,1425,700,918",5530,-0.0013905545348388395,0.005066971886274363,False,12,3.5,2262,-0.00014982277424159478,True,False,1836,-0.002114742657003586,0.4166666666666667,1874,-0.0009467916962453286,0.45464247598719315,1820,-0.0011169293519980507,0.4620879120879121
feat_ret_5:0:LONG:h12,SPOT,feat_ret_5,0,LONG,5,00011,2,"-0.002788,-0.002214,-0.004100,0.003314,0.000152","1146,1156,1308,935,1018",5566,-0.001413220634390727,0.00032364882102098314,False,12,3.5,2002,0.0005375544918426676,False,False,1801,-0.0017598610183345556,0.40921710161021657,1867,-0.0014467354729069196,0.4317086234600964,1898,-0.0010513283609489108,0.4383561643835616
feat_vol_regime:2:LONG:h12,SPOT,feat_vol_regime,2,LONG,5,11000,2,"0.000207,0.002555,-0.005220,-0.001447,-0.004166","987,1101,952,715,913",4674,-0.001452352486384016,0.002290801449676083,False,12,3.5,1287,-0.001573409419498,True,False,1795,-0.0008257285218288688,0.42952646239554315,1371,-0.0023443125210241204,0.39314369073668853,1508,-0.0013873079299416466,0.4124668435013263
feat_vol_regime:0:SHORT:h12,SPOT,feat_vol_regime,0,SHORT,5,10000,1,"0.000562,-0.002152,-0.000903,-0.001983,-0.003307","946,852,1099,883,790",4577,-0.0014535009358806912,0.002805435642646792,False,12,3.5,1271,-0.0008487930729479929,True,False,1279,-0.0013878525360772208,0.34792806880375293,1765,-0.0027855503397366385,0.32011331444759206,1533,2.5365922864976104e-05,0.40117416829745595
feat_trend_strength_20:1:LONG:h12,SPOT,feat_trend_strength_20,1,LONG,5,10010,2,"0.000258,-0.002186,-0.002908,0.000041,-0.002458","3294,3404,3391,3527,3231",16879,-0.001456683489697946,5.504586102489384e-07,False,12,3.5,4733,9.659616108290001e-05,False,False,5737,-0.0015404595667888332,0.3982917901342165,5537,-0.0011282313735570685,0.3852266570344952,5605,-0.0016954017792254437,0.3928635147190009
feat_trend_strength_20:0:SHORT:h12,SPOT,feat_trend_strength_20,0,SHORT,5,00100,1,"-0.001555,-0.001774,0.000981,-0.003161,-0.001771","1170,1280,1211,1328,1539",6540,-0.0014916412081924844,3.519843749799634e-08,False,12,3.5,1784,-2.6888690840997307e-05,True,False,2277,-0.0016944779346667223,0.3987703118137901,2135,-0.001808941216096029,0.3522248243559719,2128,-0.000956258340215084,0.38862781954887216
feat_ret_1:1:LONG:h12,SPOT,feat_ret_1,1,LONG,5,10000,1,"0.000147,-0.002157,-0.002509,-0.000374,-0.002625","2788,2798,2858,3360,3221",15056,-0.0015007908872774964,5.2411434610988294e-05,False,12,3.5,4070,-3.333930060908547e-05,True,False,5371,-0.0011889547084232128,0.3900577173710668,4496,-0.0012457698622254107,0.37255338078291816,5189,-0.0020445269915867156,0.3707843515128156
feat_vol_regime:1:LONG:h12,SPOT,feat_vol_regime,1,LONG,5,00010,1,"-0.001238,-0.003363,-0.001443,0.000023,-0.001880","3516,3496,3398,3851,3398",17694,-0.0015375582461453917,2.4400415898462313e-05,False,12,3.5,4881,0.0004872635247802714,False,False,5949,-0.0014671694681796655,0.39115817784501594,5738,-0.0015529160549496224,0.3809689787382363,6007,-0.0015925973227559171,0.382054270018312
feat_trend_strength_20:2:LONG:h12,SPOT,feat_trend_strength_20,2,LONG,5,00010,1,"-0.002180,-0.003574,-0.002033,0.002541,-0.001720","1224,1004,1086,833,570",4721,-0.0015523985983490656,0.032553128397605935,False,12,3.5,1098,-0.0012333820501916547,True,False,1470,-0.0018074776023295,0.38095238095238093,1615,-0.0012710641756645286,0.3938080495356037,1636,-0.0016009248555521763,0.3636919315403423
feat_ret_10:1:SHORT:h12,SPOT,feat_ret_10,1,SHORT,5,00000,0,"-0.001625,-0.000787,-0.000226,-0.003640,-0.001471","3728,3769,3544,3822,3885",18787,-0.001558124804538818,4.546052059239969e-07,False,12,3.5,5072,-0.0005176325089416992,True,False,6613,-0.0020521695216270245,0.3585362165431725,6253,-0.0018554185013706231,0.3740604509835279,5921,-0.0006923765862659614,0.4019591285255869
feat_ext_vs_ma_20:2:LONG:h12,SPOT,feat_ext_vs_ma_20,2,LONG,5,01000,1,"-0.001863,0.000052,-0.002856,-0.000129,-0.004069","843,796,882,1125,588",4238,-0.00156213475571864,0.003510907924183293,False,12,3.5,152,0.0015236653505962304,False,False,1254,-0.002063021491380635,0.3684210526315789,1424,-0.0018254753913112868,0.3398876404494382,1560,-0.0009191161457160311,0.3487179487179487
feat_ret_20:1:LONG:h12,SPOT,feat_ret_20,1,LONG,5,00000,0,"-0.000235,-0.002067,-0.003127,-0.000332,-0.002088","3408,3632,3341,3979,3918",18315,-0.0015635608772232561,4.5631556266911844e-07,False,12,3.5,5368,6.306067638461956e-05,False,False,6161,-0.0014307045612503243,0.38354163285180976,6071,-0.0011798813851863048,0.3793444243123044,6083,-0.0020810433626524145,0.3662666447476574
feat_trend_slope_20:1:LONG:h12,SPOT,feat_trend_slope_20,1,LONG,5,00000,0,"-0.000137,-0.002277,-0.003036,-0.000476,-0.001901","3526,3714,3463,3983,4031",18759,-0.0015699684069212857,6.695684906565802e-05,False,12,3.5,5434,-3.1744476138680884e-05,True,False,6280,-0.0014423172560842257,0.38519108280254777,6369,-0.001371082665835293,0.37289998429894805,6110,-0.0019084876396927128,0.37135842880523734
feat_ext_vs_ma_10:1:SHORT:h12,SPOT,feat_ext_vs_ma_10,1,SHORT,5,00000,0,"-0.001451,-0.000879,-0.000457,-0.003697,-0.001345","3758,3779,3520,3768,3625",18483,-0.0015731394219955163,1.1284525358590258e-07,False,12,3.5,4928,-0.0007529821481368017,True,False,6433,-0.0019536157997900546,0.3603295507539251,5966,-0.0019198357545657549,0.37227623198122695,6084,-0.0008308654478886283,0.3966140696909928
feat_ret_20:2:LONG:h12,SPOT,feat_ret_20,2,LONG,5,00000,0,"-0.001066,-0.000025,-0.002370,-0.000617,-0.005240","884,779,798,1095,559",4118,-0.0015856543069821055,0.01199259991727919,False,12,3.5,77,0.0016422453896151959,False,False,1409,-0.0014961911566877643,0.40951029098651526,1300,-0.0016144915584744661,0.3515384615384615,1409,-0.0016485110506475828,0.34918381831085876
feat_ret_10:2:LONG:h12,SPOT,feat_ret_10,2,LONG,5,00000,0,"-0.002236,-0.000922,-0.002841,-0.000002,-0.002845","828,835,879,1123,618",4287,-0.0016093567351417992,0.0003632397826462963,False,12,3.5,300,0.0009736039227340276,False,False,1155,-0.001809170727709735,0.36103896103896105,1412,-0.001925259747065574,0.35339943342776203,1720,-0.0012158449826695106,0.36453488372093024
feat_ret_20:0:LONG:h12,SPOT,feat_ret_20,0,LONG,5,00010,1,"-0.000372,-0.004306,-0.003502,0.004474,-0.000708","1397,1278,1550,615,864",5712,-0.0016454489685666987,0.00086239235466401,False,12,3.5,2302,-0.00087877180503664,True,False,1929,-0.0023728509021328763,0.38880248833592534,1921,-0.0015899550238901656,0.4247787610619469,1862,-0.0009491254121083008,0.4527389903329753
feat_trend_slope_20:0:SHORT:h12,SPOT,feat_trend_slope_20,0,SHORT,5,00100,1,"-0.002083,-0.000239,0.000741,-0.007222,-0.002978","1333,1221,1446,647,814",5465,-0.0016573624522784561,0.0024785022638456056,False,12,3.5,332,0.0017909576833775673,False,False,1855,-0.0011560107387340647,0.3789757412398922,1819,-0.0028238428302376655,0.3468938977460143,1791,-0.0009919127711601123,0.3417085427135678
feat_ret_3:1:LONG:h12,SPOT,feat_ret_3,1,LONG,5,00000,0,"-0.000196,-0.002610,-0.002480,-0.000757,-0.002524","3563,3442,3225,3667,3456",17382,-0.0016878350217839875,1.2921445304847623e-06,False,12,3.5,4881,-0.00019308247973601124,True,False,6083,-0.0014126796197526626,0.39010356731875717,5509,-0.0013122297815493695,0.3819204937375204,5790,-0.002334290907623203,0.36528497409326427
feat_ext_vs_ma_20:1:LONG:h12,SPOT,feat_ext_vs_ma_20,1,LONG,5,10000,1,"0.000381,-0.002644,-0.002711,-0.000820,-0.002571","3582,3688,3390,3872,3843",18416,-0.0016884015877202143,1.2961565021285537e-07,False,12,3.5,5335,-0.0002853637241080788,True,False,6415,-0.0014094173970523572,0.38409976617303193,5998,-0.0013263305365870642,0.373457819273091,6003,-0.002348302595188304,0.36281859070464767
feat_ret_10:0:LONG:h12,SPOT,feat_ret_10,0,LONG,5,00010,1,"-0.003056,-0.002396,-0.004801,0.004680,-0.000239","1193,1145,1326,804,898",5371,-0.0017284736089163578,5.291186171829665e-05,False,12,3.5,2110,-0.00011658349176485002,True,False,1737,-0.0019531141250991313,0.40932642487046633,1747,-0.0015051264523146873,0.42072123640526615,1887,-0.0017284666698456851,0.44038155802861684
feat_ret_5:1:LONG:h12,SPOT,feat_ret_5,1,LONG,5,00000,0,"-0.000240,-0.002562,-0.002540,-0.000701,-0.002734","3778,3686,3395,3728,3568",18185,-0.0017329937941431188,1.2952067462990158e-07,False,12,3.5,5103,-0.0002577660485269679,True,False,6291,-0.0015385190616690303,0.38833253854713085,5947,-0.0012920504649521745,0.3786783252059862,5947,-0.0023796611088720645,0.36589877249033126
feat_atr_norm_ext:1:LONG:h12,SPOT,feat_atr_norm_ext,1,LONG,5,10000,1,"0.000204,-0.002857,-0.003327,-0.000287,-0.002276","3411,4277,4188,4265,4016",20189,-0.0017729364241903054,2.7171327410258073e-09,False,12,3.5,5428,-0.00033293084371049535,True,False,6800,-0.0015518263388929858,0.3926470588235294,6316,-0.0013292778098212285,0.3837872070930969,7073,-0.002381687504124826,0.36985720344973844
feat_realized_vol_20:1:SHORT:h12,SPOT,feat_realized_vol_20,1,SHORT,5,01100,2,"-0.002863,0.000072,0.000491,-0.004668,-0.002051","3310,3542,3255,3641,3215",16995,-0.0018273111598114044,1.7812906705216847e-10,False,12,3.5,4266,-0.0013198107944839908,True,False,5696,-0.0017096248641515438,0.39957865168539325,5662,-0.0023393965654695398,0.38678912045213704,5637,-0.0014318727303706035,0.3853113358169239
feat_ext_vs_ma_50:2:SHORT:h24,SPOT,feat_ext_vs_ma_50,2,SHORT,5,11101,4,"0.001551,0.000925,0.007708,-0.005889,0.006925","854,717,685,1025,443",3730,0.001137082411466791,0.08483492519005109,False,24,3.5,2239,0.001309517274137773,False,False,1146,0.0016129410337868395,0.47294938917975565,1246,0.0019550104224984647,0.5152487961476726,1338,-3.21793844407145e-05,0.4850523168908819
feat_atr_norm_ext:0:LONG:h24,SPOT,feat_atr_norm_ext,0,LONG,5,10010,2,"0.002089,-0.002572,-0.002576,0.004386,-0.001036","1339,795,935,628,797",4510,1.71083837245654e-05,0.7878424490381002,False,24,3.5,1960,0.0008014545388050126,False,False,1574,-0.0005395449315089046,0.4263024142312579,1710,0.00010850055752805959,0.43099415204678365,1226,0.000604295741777996,0.44208809135399674
feat_ext_vs_ma_50:0:LONG:h24,SPOT,feat_ext_vs_ma_50,0,LONG,5,10011,3,"0.004748,-0.004568,-0.001361,0.001183,0.001087","1097,1183,1577,515,748",5157,-0.00015069087988761807,0.8539839403368583,False,24,3.5,2558,0.000811549256551904,False,False,1749,-0.0005877949022414402,0.4865637507146941,1653,-0.00044559612316461694,0.4646098003629764,1755,0.000562684221100253,0.47977207977207975
feat_vol_regime:2:LONG:h24,SPOT,feat_vol_regime,2,LONG,5,11000,2,"0.004278,0.006850,-0.008321,-0.000498,-0.005391","987,1100,952,713,844",4605,-0.00022735010320709383,0.9104377607699234,False,24,3.5,1273,-0.000569677624104398,True,False,1730,-0.0012782421806819785,0.4167630057803468,1371,-0.0018795825612955676,0.37928519328956967,1504,0.002487579414127247,0.45611702127659576
feat_ret_1:2:SHORT:h24,SPOT,feat_ret_1,2,SHORT,5,01101,3,"-0.001884,0.001122,0.003583,-0.005845,0.000124","1007,1378,1441,1245,1007",6096,-0.00039497962166580987,0.7050204885453395,False,24,3.5,1973,0.0008815574640387585,False,False,1830,0.0003002813595659385,0.4459016393442623,2356,-0.0009207995870917448,0.4244482173174873,1910,-0.00041251666727345256,0.45654450261780105
feat_ret_3:2:SHORT:h24,SPOT,feat_ret_3,2,SHORT,5,00101,2,"-0.001921,-0.000003,0.004057,-0.006352,0.001440","958,1073,1216,1125,868",5272,-0.0004828280243338377,0.7791318509534397,False,24,3.5,1935,0.00022312142254998096,False,False,1541,7.559427754514904e-05,0.4497079818299805,1952,-0.0009896795384114108,0.4323770491803279,1779,-0.00041040228611916447,0.4468802698145025
feat_ret_5:2:SHORT:h24,SPOT,feat_ret_5,2,SHORT,5,00101,2,"-0.001775,-0.001047,0.003914,-0.005638,0.001726","849,935,1074,1113,755",4754,-0.0006336274588755775,0.6065151677121523,False,24,3.5,1906,-0.0007021280691585559,True,False,1363,-0.0005592964809322992,0.44534115920763023,1714,-0.0007502408494425619,0.44399066511085183,1677,-0.0005748545140365076,0.44066785927251045
feat_atr_norm_ext:2:SHORT:h24,SPOT,feat_atr_norm_ext,2,SHORT,5,00101,2,"-0.001785,-0.003110,0.001373,-0.002664,0.006816","868,550,500,726,371",3026,-0.0006531425317141436,0.44907419203840604,False,24,3.5,1278,-0.0017482191134190128,True,False,929,0.0014722707678997793,0.418729817007535,1151,-0.0008752027357989241,0.42050390964378803,946,-0.0024701802277392526,0.4059196617336152
feat_realized_vol_20:0:LONG:h24,SPOT,feat_realized_vol_20,0,LONG,5,01100,2,"-0.002341,0.001989,0.003014,-0.000794,-0.003796","1671,1356,1024,1413,1361",6856,-0.0006904790315769858,0.919922935254406,False,24,3.5,2102,0.0006897705646070851,False,False,2198,-0.0005044013895721593,0.3448589626933576,2501,-0.000646094618930423,0.358656537385046,2157,-0.0009315564878383039,0.36022253129346316
feat_ext_vs_ma_10:2:SHORT:h24,SPOT,feat_ext_vs_ma_10,2,SHORT,5,00101,2,"-0.001996,-0.001863,0.004037,-0.005554,0.002614","852,885,972,1123,708",4558,-0.0007766630076990775,0.641005914650723,False,24,3.5,1930,-0.000952507330906892,True,False,1264,-0.0004801205958893778,0.46044303797468356,1650,-0.0007441176914470801,0.4448484848484848,1644,-0.0010373256478105463,0.4349148418491484
feat_ext_vs_ma_50:1:LONG:h24,SPOT,feat_ext_vs_ma_50,1,LONG,5,01010,2,"-0.001388,0.000482,-0.002828,0.000860,-0.002196","3553,3605,3243,3965,3618",18037,-0.0009473713092561811,0.4142543013458857,False,24,3.5,4910,0.00034258087671092824,False,False,6066,-0.0009168901965593419,0.37223870755028027,6157,-0.0007940600400559923,0.3759948026636349,5814,-0.0011415295332129376,0.38407292741658067
feat_ext_vs_ma_20:1:LONG:h24,SPOT,feat_ext_vs_ma_20,1,LONG,5,10010,2,"0.000752,-0.002237,-0.001690,0.000392,-0.002379","3573,3678,3380,3861,3555",18128,-0.0010490790766178035,0.25808545117990356,False,24,3.5,5219,0.0005464667327574131,False,False,6254,-0.0009420495460013276,0.3807163415414135,5998,-0.001010307684589893,0.3797932644214738,5876,-0.0012025701409232572,0.3915929203539823
feat_trend_strength_20:1:LONG:h24,SPOT,feat_trend_strength_20,1,LONG,5,10010,2,"0.001266,-0.002719,-0.002696,0.001415,-0.002832","3291,3398,3384,3518,3020",16668,-0.00110746944175693,0.08000398529223163,False,24,3.5,4654,0.0007834463593009627,False,False,5609,-0.0014440885001819092,0.3954359065787128,5537,-0.0015922941772234156,0.3805309734513274,5522,-0.000279405178992781,0.4288301340094169
feat_ret_20:1:LONG:h24,SPOT,feat_ret_20,1,LONG,5,00010,1,"-0.000163,-0.001329,-0.002333,0.000542,-0.002283","3398,3628,3330,3967,3593",17990,-0.0011096718668962057,0.22660870643168973,False,24,3.5,5251,0.0007244326654850809,False,False,5973,-0.0012942726492911943,0.36681734471789723,6071,-0.000877229648695277,0.3808268818975457,5946,-0.0011615615798885647,0.389673730238816
feat_trend_slope_20:1:LONG:h24,SPOT,feat_trend_slope_20,1,LONG,5,00010,1,"-0.000239,-0.001521,-0.001962,0.000384,-0.002154","3518,3705,3452,3972,3691",18419,-0.0011117744157294364,0.2659001399650385,False,24,3.5,5315,0.0006946570676566898,False,False,6083,-0.0012099965531365661,0.3698832812756863,6369,-0.0010518818962050097,0.3757261736536348,5967,-0.0010755703257350501,0.39215686274509803
feat_ret_20:0:LONG:h24,SPOT,feat_ret_20,0,LONG,5,10010,2,"0.005325,-0.008806,-0.003594,0.005108,-0.000169","1397,1270,1550,615,840",5688,-0.0011521960445752173,0.18312713044877627,False,24,3.5,2290,-1.4497739789898649e-05,True,False,1916,-0.0014979478823128121,0.4498956158663883,1921,-0.001278012134706756,0.4528891202498699,1851,-0.0006637286052192383,0.4651539708265802
feat_ext_vs_ma_20:0:LONG:h24,SPOT,feat_ext_vs_ma_20,0,LONG,5,10011,3,"0.003306,-0.007371,-0.004247,0.006099,0.000145","1270,1212,1423,700,892",5504,-0.0011764565234157237,0.15796887964970407,False,24,3.5,2249,0.000503439163614688,False,False,1827,-0.0021391610907045043,0.4258347016967707,1874,-0.00046680422279407336,0.46905016008537886,1803,-0.0009385348189944075,0.4509151414309484
feat_ext_vs_ma_20:2:SHORT:h24,SPOT,feat_ext_vs_ma_20,2,SHORT,5,00101,2,"-0.002907,-0.003510,0.004835,-0.006156,0.004960","841,795,882,1124,542",4192,-0.0012333091454647081,0.26430902935357725,False,24,3.5,1973,-0.0019306213596766034,True,False,1213,-0.0006203912872784393,0.46331409727947237,1424,-0.0010488425810852827,0.4508426966292135,1555,-0.001880350785115028,0.442443729903537
feat_ret_10:2:SHORT:h24,SPOT,feat_ret_10,2,SHORT,5,00101,2,"-0.002947,-0.002898,0.004220,-0.005484,0.002887","826,834,877,1122,579",4248,-0.0012913361265105238,0.1563765060872635,False,24,3.5,1872,-0.0018068420155613236,True,False,1122,0.00023744496671027166,0.46880570409982175,1412,-0.001350356312971701,0.43130311614730876,1714,-0.0022434690806006933,0.42298716452742124
feat_ret_1:1:LONG:h24,SPOT,feat_ret_1,1,LONG,5,10010,2,"0.000161,-0.002031,-0.002568,0.000558,-0.002965","2783,2789,2852,3351,3029",14864,-0.0013519089810919926,0.21408824061915466,False,24,3.5,3983,0.00033747170661290035,False,False,5262,-0.0013008510774946069,0.3757126567844926,4496,-0.0013968738769188445,0.3723309608540925,5106,-0.0013649337592141857,0.4014884449667058
feat_ret_10:1:LONG:h24,SPOT,feat_ret_10,1,LONG,5,00010,1,"-0.000004,-0.002474,-0.002020,0.000529,-0.002840","3719,3761,3534,3812,3598",18500,-0.0013769381731451693,0.1309141373436613,False,24,3.5,5241,0.0006440318322116607,False,False,6454,-0.0011273396101870732,0.3842578246048962,6253,-0.0012467330770900302,0.3807772269310731,5793,-0.0017955609231821692,0.38270326255826
feat_ret_3:0:LONG:h24,SPOT,feat_ret_3,0,LONG,5,10010,2,"0.000112,-0.004459,-0.004634,0.004583,-0.000894","1262,1267,1348,998,960",5842,-0.001387843305445584,0.006725312258016203,False,24,3.5,1945,0.0010945814851321084,False,False,1871,-0.001613424678642215,0.42009620523784075,2067,-0.002066073560740324,0.42718916303821963,1904,-0.00042987865894079306,0.4332983193277311
feat_atr_norm_ext:1:LONG:h24,SPOT,feat_atr_norm_ext,1,LONG,5,10010,2,"0.000423,-0.003116,-0.003281,0.001332,-0.001975","3404,4266,4177,4257,3748",19921,-0.0014015616362304793,0.02018166564160584,False,24,3.5,5343,0.0004965980912243232,False,False,6646,-0.0013557516535316128,0.3922660246764971,6316,-0.001276834621608334,0.3937618746041799,6959,-0.0015585136364273655,0.4059491306222158
feat_ext_vs_ma_10:0:LONG:h24,SPOT,feat_ext_vs_ma_10,0,LONG,5,10011,3,"0.000082,-0.005809,-0.004702,0.005462,0.000053","1139,1091,1264,862,949",5316,-0.001413663329975506,0.03656240339780492,False,24,3.5,2020,0.001070976365249728,False,False,1722,-0.001769164686420085,0.42799070847851334,1825,-0.0013948072618023865,0.4410958904109589,1769,-0.0010870601579112754,0.4431882419446015
feat_ext_vs_ma_10:1:LONG:h24,SPOT,feat_ext_vs_ma_10,1,LONG,5,10010,2,"0.000216,-0.003035,-0.002026,0.000482,-0.002759","3753,3769,3509,3760,3392",18250,-0.0014192299360110182,0.07602638366732384,False,24,3.5,5158,0.00045209404216228945,False,False,6310,-0.0012414793086512389,0.384310618066561,5966,-0.0013357993722377928,0.3818303721086155,5974,-0.0016902967592636574,0.39219953130231
feat_realized_vol_20:2:LONG:h24,SPOT,feat_realized_vol_20,2,LONG,5,10010,2,"0.006807,-0.001319,-0.006615,0.005670,-0.007148","707,787,1401,625,532",4061,-0.0014450482794005147,0.4485779062810029,False,24,3.5,1080,0.0004745500230427163,False,False,1481,-0.002058903355528518,0.4530722484807562,1129,-0.0030821674493123888,0.4224977856510186,1451,0.0004553148567649446,0.47346657477601656
feat_ret_5:1:LONG:h24,SPOT,feat_ret_5,1,LONG,5,00010,1,"-0.000108,-0.002981,-0.002031,0.000506,-0.002869","3773,3676,3385,3719,3356",17973,-0.0014837410536996448,0.06273503206441666,False,24,3.5,5008,0.0005385271392956782,False,False,6181,-0.0011644872716179459,0.38359488755864746,5947,-0.0016531756189309356,0.3771649571212376,5845,-0.001648955812915469,0.3979469632164243
feat_trend_slope_20:0:LONG:h24,SPOT,feat_trend_slope_20,0,LONG,5,10010,2,"0.005198,-0.008935,-0.005001,0.005161,-0.000588","1332,1219,1446,647,803",5454,-0.0015452966990475618,0.0977394995620211,False,24,3.5,2179,-8.688619521095452e-05,True,False,1846,-0.0018362743792952334,0.42632719393282775,1819,-0.0010265649669851371,0.4639912039582188,1789,-0.0017724784893686054,0.43823365008384574
feat_ret_3:1:LONG:h24,SPOT,feat_ret_3,1,LONG,5,00010,1,"-0.000535,-0.002853,-0.002131,0.000181,-0.002692","3559,3439,3215,3656,3255",17181,-0.0015798774088065584,0.04533614336961156,False,24,3.5,4797,0.0005023009038927187,False,False,5971,-0.0013981352294101872,0.38084073019594705,5509,-0.0016977864900751822,0.3744781267017608,5701,-0.0016562888146067485,0.3992282055779688
feat_realized_vol_20:1:LONG:h24,SPOT,feat_realized_vol_20,1,LONG,5,10010,2,"0.001630,-0.005480,-0.003773,0.001220,-0.001344","3299,3534,3252,3639,3088",16868,-0.001581212300197563,0.003336622822181168,False,24,3.5,4436,0.0004066252360544553,False,False,5609,-0.001836938601184037,0.3822428240328044,5662,-0.0011052100508365337,0.39773931472977747,5597,-0.001806467957451273,0.40718241915311776
feat_trend_strength_20:2:LONG:h24,SPOT,feat_trend_strength_20,2,LONG,5,10010,2,"0.002194,-0.007765,-0.003125,0.003654,-0.003715","1221,1004,1086,833,558",4709,-0.001623715258888054,0.13805457124331943,False,24,3.5,1090,-0.0002861068237162603,True,False,1462,-0.0017417543376506191,0.39466484268125857,1615,-0.0002292729420792973,0.421671826625387,1632,-0.0028978887935052545,0.3633578431372549
feat_ret_20:2:SHORT:h24,SPOT,feat_ret_20,2,SHORT,5,00101,2,"-0.003993,-0.002290,0.005075,-0.007615,0.005075","882,779,797,1095,548",4107,-0.0016404197100541472,0.16992062452829115,False,24,3.5,2066,-0.0017767226754806407,True,False,1399,-0.0014853877973958487,0.43173695496783415,1300,-0.000781853820224286,0.45692307692307693,1408,-0.002587170635187514,0.4147727272727273
feat_vol_regime:0:LONG:h24,SPOT,feat_vol_regime,0,LONG,5,01000,1,"-0.004493,0.001406,-0.001955,-0.002376,-0.000405","945,850,1097,883,728",4515,-0.0016820913558441336,0.4363291704623715,False,24,3.5,1255,-0.0014541953657305291,True,False,1256,-0.0011625015554590783,0.3248407643312102,1765,-0.000922139660042317,0.35240793201133147,1494,-0.003016709516736928,0.3246318607764391
feat_trend_strength_20:0:LONG:h24,SPOT,feat_trend_strength_20,0,LONG,5,00000,0,"-0.000855,-0.000459,-0.004739,-0.000905,-0.001730","1164,1274,1206,1325,1402",6403,-0.0017746134735339588,0.00853840813158202,False,24,3.5,1876,0.00020009098051621652,False,False,2202,-0.0016603248367587347,0.3533151680290645,2135,-0.0009760189523023643,0.3915690866510539,2066,-0.0027216913443028345,0.37947725072604066
feat_ret_1:0:LONG:h24,SPOT,feat_ret_1,0,LONG,5,00010,1,"-0.001240,-0.004355,-0.004016,0.003101,-0.001181","2001,1624,1498,1195,1059",7395,-0.001786229524160585,0.0017760600644081137,False,24,3.5,2351,0.0010231953317726913,False,False,2349,-0.0017840209963653,0.4125159642401022,2676,-0.002436559168844939,0.41591928251121074,2370,-0.0010541222256862375,0.4282700421940928
feat_vol_regime:1:LONG:h24,SPOT,feat_vol_regime,1,LONG,5,00010,1,"-0.002273,-0.004091,-0.002512,0.001341,-0.001991","3505,3487,3388,3841,3178",17474,-0.0018308485005977232,0.013947651135914674,False,24,3.5,4797,0.0009083505354334163,False,False,5830,-0.0017519600374878758,0.38610634648370495,5738,-0.0018631827136468947,0.3823631927500871,5906,-0.0018773073603089092,0.40501185235353876
feat_ret_5:0:LONG:h24,SPOT,feat_ret_5,0,LONG,5,00010,1,"-0.000784,-0.005385,-0.005331,0.004777,-0.000424","1145,1156,1308,935,960",5508,-0.0018356549005923465,0.005013910252353204,False,24,3.5,1974,0.0007423791174747715,False,False,1781,-0.002560147331534276,0.41268950028074114,1867,-0.0020372359378843835,0.42849491162292447,1860,-0.0009395942467580423,0.43172043010752686
feat_ret_10:0:LONG:h24,SPOT,feat_ret_10,0,LONG,5,10010,2,"0.000502,-0.007420,-0.005206,0.005118,-0.000199","1192,1142,1326,803,864",5337,-0.002055221176122956,0.01286910847487066,False,24,3.5,2094,-2.4659138800883018e-05,True,False,1718,-0.002622400972658032,0.4080325960419092,1747,-0.0017654133793475204,0.4333142530051517,1872,-0.0018051567159303404,0.43002136752136755
feat_trend_slope_20:2:LONG:h24,SPOT,feat_trend_slope_20,2,LONG,5,00010,1,"-0.000180,-0.001797,-0.005870,0.001811,-0.009508","834,761,787,1066,495",3951,-0.002286815602542158,0.015415422443312288,False,24,3.5,126,0.0016420341472519254,False,False,1365,-0.0027289889703380346,0.3934065934065934,1108,-0.0025163011075696098,0.351985559566787,1478,-0.0017064119580145606,0.42016238159675234
feat_trend_slope_20:2:LONG:h6,PERP,feat_trend_slope_20,2,LONG,5,11010,3,"0.000413,0.000453,-0.001510,0.005233,-0.003391","197,103,127,180,87",698,0.0007984643242053192,0.9307490596789649,False,6,3.061318932406696,4,0.007440092261650135,False,True,240,0.0025296997993059915,0.5375,197,-0.00031865532892250755,0.37055837563451777,261,4.97135872015664e-05,0.42528735632183906
feat_ret_20:2:LONG:h6,PERP,feat_ret_20,2,LONG,5,11010,3,"0.001464,0.001554,-0.002160,0.001674,-0.002851","197,97,146,200,100",742,0.00019380902510813855,0.5834705753501273,False,6,3.273272209301238,4,0.002174033350011235,False,True,270,0.0029710805478724363,0.5407407407407407,232,-0.0026402556279049964,0.35344827586206895,240,-0.000191025606755667,0.4083333333333333
