symbol,kind,base,quote,active,liquidity_rank,quote_volume,mark_price,max_leverage,min_notional,min_margin,as_of,venue
WLFIUSDT,SPOT,WLFI,USDT,True,44,118.58975,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
SPYXUSDT,SPOT,SPYX,USDT,True,45,93.6698,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
TSLAXUSDT,SPOT,TSLAX,USDT,True,46,60.98503,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
ZROUSDT,SPOT,ZRO,USDT,True,47,50.16123,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
WIFUSDT,SPOT,WIF,USDT,True,48,27.704183,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
COINXUSDT,SPOT,COINX,USDT,True,49,16.26347,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
USDPCUSDT,SPOT,USDPC,USDT,True,50,7.4529,0,0,1,0,2026-09-15T06:24:56.991722+00:00,VALR
PYTHUSDT,SPOT,PYTH,USDT,True,51,4.28806,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
ETHBTC,SPOT,ETH,BTC,True,52,0.001505927901,0,0,0.000008,0,2026-09-15T06:24:56.991722+00:00,VALR
2ZUSDC,SPOT,2Z,USDC,True,53,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
AAVEUSDC,SPOT,AAVE,USDC,True,54,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ADAUSDC,SPOT,ADA,USDC,True,55,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
AEROUSDC,SPOT,AERO,USDC,True,56,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
AKTUSDC,SPOT,AKT,USDC,True,57,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ALGOUSDC,SPOT,ALGO,USDC,True,58,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
APEUSDC,SPOT,APE,USDC,True,59,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
API3USDC,SPOT,API3,USDC,True,60,0,0,0,5.5,0,2026-09-15T06:24:56.991722+00:00,VALR
APTUSDC,SPOT,APT,USDC,True,61,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ARBUSDC,SPOT,ARB,USDC,True,62,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ARKMUSDC,SPOT,ARKM,USDC,True,63,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ATOMUSDC,SPOT,ATOM,USDC,True,64,0,0,0,1.8,0,2026-09-15T06:24:56.991722+00:00,VALR
AXSUSDC,SPOT,AXS,USDC,True,65,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
BANDUSDC,SPOT,BAND,USDC,True,66,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
BATUSDC,SPOT,BAT,USDC,True,67,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
BCHUSDC,SPOT,BCH,USDC,True,68,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
BERAUSDC,SPOT,BERA,USDC,True,69,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
BICOUSDC,SPOT,BICO,USDC,True,70,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
BLURUSDC,SPOT,BLUR,USDC,True,71,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
BNBUSDC,SPOT,BNB,USDC,True,72,0,0,0,0.52,0,2026-09-15T06:24:56.991722+00:00,VALR
BNTUSDC,SPOT,BNT,USDC,True,73,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
BONKUSDC,SPOT,BONK,USDC,True,74,0,0,0,4,0,2026-09-15T06:24:56.991722+00:00,VALR
CELOUSDC,SPOT,CELO,USDC,True,75,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
CHZUSDC,SPOT,CHZ,USDC,True,76,0,0,0,1.8,0,2026-09-15T06:24:56.991722+00:00,VALR
COINXUSDC,SPOT,COINX,USDC,True,77,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
COMPUSDC,SPOT,COMP,USDC,True,78,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
CRCLXUSDC,SPOT,CRCLX,USDC,True,79,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
CRCLXUSDT,SPOT,CRCLX,USDT,True,80,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
CRVUSDC,SPOT,CRV,USDC,True,81,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
DASHUSDC,SPOT,DASH,USDC,True,82,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
DNTUSDC,SPOT,DNT,USDC,True,83,0,0,0,1,0,2026-09-15T06:24:56.991722+00:00,VALR
DOGEUSDC,SPOT,DOGE,USDC,True,84,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
DOTUSDC,SPOT,DOT,USDC,True,85,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
EIGENUSDC,SPOT,EIGEN,USDC,True,86,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ENAUSDC,SPOT,ENA,USDC,True,87,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ENSUSDC,SPOT,ENS,USDC,True,88,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ETCUSDC,SPOT,ETC,USDC,True,89,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
EULUSDC,SPOT,EUL,USDC,True,90,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
EZARUSDC,SPOT,EZAR,USDC,True,91,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
FARTCOINUSDC,SPOT,FARTCOIN,USDC,True,92,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
FETUSDC,SPOT,FET,USDC,True,93,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
FILUSDC,SPOT,FIL,USDC,True,94,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
FLOKIUSDC,SPOT,FLOKI,USDC,True,95,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
GNTUSDC,SPOT,GNT,USDC,True,96,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
GRTUSDC,SPOT,GRT,USDC,True,97,0,0,0,3,0,2026-09-15T06:24:56.991722+00:00,VALR
GUSDC,SPOT,G,USDC,True,98,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
HBARUSDC,SPOT,HBAR,USDC,True,99,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
HFTUSDC,SPOT,HFT,USDC,True,100,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
HNTUSDC,SPOT,HNT,USDC,True,101,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
HOODXUSDC,SPOT,HOODX,USDC,True,102,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
HYPEUSDC,SPOT,HYPE,USDC,True,103,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ICPUSDC,SPOT,ICP,USDC,True,104,0,0,0,4.2,0,2026-09-15T06:24:56.991722+00:00,VALR
ILVUSDC,SPOT,ILV,USDC,True,105,0,0,0,2.5,0,2026-09-15T06:24:56.991722+00:00,VALR
IMXUSDC,SPOT,IMX,USDC,True,106,0,0,0,6.5,0,2026-09-15T06:24:56.991722+00:00,VALR
INJUSDC,SPOT,INJ,USDC,True,107,0,0,0,30,0,2026-09-15T06:24:56.991722+00:00,VALR
IOUSDC,SPOT,IO,USDC,True,108,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
IPUSDC,SPOT,IP,USDC,True,109,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
JTOUSDC,SPOT,JTO,USDC,True,110,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
JUPUSDC,SPOT,JUP,USDC,True,111,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
KARRATUSDC,SPOT,KARRAT,USDC,True,112,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
KMNOUSDC,SPOT,KMNO,USDC,True,113,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
KSMUSDC,SPOT,KSM,USDC,True,114,0,0,0,2.5,0,2026-09-15T06:24:56.991722+00:00,VALR
LDOUSDC,SPOT,LDO,USDC,True,115,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
LIGHTERUSDC,SPOT,LIGHTER,USDC,True,116,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
LINEAUSDC,SPOT,LINEA,USDC,True,117,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
LINKUSDC,SPOT,LINK,USDC,True,118,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
LTCUSDC,SPOT,LTC,USDC,True,119,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
MAGICUSDC,SPOT,MAGIC,USDC,True,120,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
MANAUSDC,SPOT,MANA,USDC,True,121,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
MANTLEUSDC,SPOT,MANTLE,USDC,True,122,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
MASKUSDC,SPOT,MASK,USDC,True,123,0,0,0,3.4,0,2026-09-15T06:24:56.991722+00:00,VALR
METUSDC,SPOT,MET,USDC,True,124,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
MINAUSDC,SPOT,MINA,USDC,True,125,0,0,0,2.5,0,2026-09-15T06:24:56.991722+00:00,VALR
MONUSDC,SPOT,MON,USDC,True,126,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
MSTRXUSDC,SPOT,MSTRX,USDC,True,127,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
NEARUSDC,SPOT,NEAR,USDC,True,128,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
NEIROUSDC,SPOT,NEIRO,USDC,True,129,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
NEONUSDC,SPOT,NEON,USDC,True,130,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
NVDAXUSDC,SPOT,NVDAX,USDC,True,131,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
OGNUSDC,SPOT,OGN,USDC,True,132,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ONDOUSDC,SPOT,ONDO,USDC,True,133,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
OPUSDC,SPOT,OP,USDC,True,134,0,0,0,2.9,0,2026-09-15T06:24:56.991722+00:00,VALR
ORDERUSDC,SPOT,ORDER,USDC,True,135,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
ORDERUSDT,SPOT,ORDER,USDT,True,136,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
OSMOUSDC,SPOT,OSMO,USDC,True,137,0,0,0,3,0,2026-09-15T06:24:56.991722+00:00,VALR
PENDLEUSDC,SPOT,PENDLE,USDC,True,138,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
PENGUUSDC,SPOT,PENGU,USDC,True,139,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
PEPEUSDC,SPOT,PEPE,USDC,True,140,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
PNUTUSDC,SPOT,PNUT,USDC,True,141,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
PNUTUSDT,SPOT,PNUT,USDT,True,142,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
POLUSDC,SPOT,POL,USDC,True,143,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
POPCATUSDC,SPOT,POPCAT,USDC,True,144,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
POPCATUSDT,SPOT,POPCAT,USDT,True,145,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
PUMPUSDC,SPOT,PUMP,USDC,True,146,0,0,0,1,0,2026-09-15T06:24:56.991722+00:00,VALR
PYRUSDC,SPOT,PYR,USDC,True,147,0,0,0,3,0,2026-09-15T06:24:56.991722+00:00,VALR
PYTHUSDC,SPOT,PYTH,USDC,True,148,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
QNTUSDC,SPOT,QNT,USDC,True,149,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
RENDERUSDC,SPOT,RENDER,USDC,True,150,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
RLCUSDC,SPOT,RLC,USDC,True,151,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
RLUSDUSDC,SPOT,RLUSD,USDC,True,152,0,0,0,1,0,2026-09-15T06:24:56.991722+00:00,VALR
RLUSDUSDT,SPOT,RLUSD,USDT,True,153,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
RLUSDZAR,SPOT,RLUSD,ZAR,True,154,0,0,0,10,0,2026-09-15T06:24:56.991722+00:00,VALR
SANDUSDC,SPOT,SAND,USDC,True,155,0,0,0,1.8,0,2026-09-15T06:24:56.991722+00:00,VALR
SAPIENUSDC,SPOT,SAPIEN,USDC,True,156,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
SEIUSDC,SPOT,SEI,USDC,True,157,0,0,0,2.5,0,2026-09-15T06:24:56.991722+00:00,VALR
SHDWUSDC,SPOT,SHDW,USDC,True,158,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
SHIBUSDC,SPOT,SHIB,USDC,True,159,0,0,0,0.59,0,2026-09-15T06:24:56.991722+00:00,VALR
SKLUSDC,SPOT,SKL,USDC,True,160,0,0,0,3,0,2026-09-15T06:24:56.991722+00:00,VALR
SKYUSDC,SPOT,SKY,USDC,True,161,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
SNXUSDC,SPOT,SNX,USDC,True,162,0,0,0,2.9,0,2026-09-15T06:24:56.991722+00:00,VALR
SPXUSDC,SPOT,SPX,USDC,True,163,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
SPYXUSDC,SPOT,SPYX,USDC,True,164,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
STORJUSDC,SPOT,STORJ,USDC,True,165,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
STRKUSDC,SPOT,STRK,USDC,True,166,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
STXUSDC,SPOT,STX,USDC,True,167,0,0,0,8,0,2026-09-15T06:24:56.991722+00:00,VALR
SUIUSDC,SPOT,SUI,USDC,True,168,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
SUPERUSDC,SPOT,SUPER,USDC,True,169,0,0,0,8,0,2026-09-15T06:24:56.991722+00:00,VALR
SUSDC,SPOT,S,USDC,True,170,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
SUSHIUSDC,SPOT,SUSHI,USDC,True,171,0,0,0,1.7,0,2026-09-15T06:24:56.991722+00:00,VALR
SYRUPUSDC,SPOT,SYRUP,USDC,True,172,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
TAOUSDC,SPOT,TAO,USDC,True,173,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
TIAUSDC,SPOT,TIA,USDC,True,174,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
TNSRUSDC,SPOT,TNSR,USDC,True,175,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
TONUSDC,SPOT,TON,USDC,True,176,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
TRBUSDC,SPOT,TRB,USDC,True,177,0,0,0,25,0,2026-09-15T06:24:56.991722+00:00,VALR
TRUMPUSDC,SPOT,TRUMP,USDC,True,178,0,0,0,1,0,2026-09-15T06:24:56.991722+00:00,VALR
TRXUSDC,SPOT,TRX,USDC,True,179,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
TSLAXUSDC,SPOT,TSLAX,USDC,True,180,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
UNIUSDC,SPOT,UNI,USDC,True,181,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
USDPCUSDC,SPOT,USDPC,USDC,True,182,0,0,0,1,0,2026-09-15T06:24:56.991722+00:00,VALR
USDSUSDC,SPOT,USDS,USDC,True,183,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
USDT0USDC,SPOT,USDT0,USDC,True,184,0,0,0,1,0,2026-09-15T06:24:56.991722+00:00,VALR
USELESSUSDC,SPOT,USELESS,USDC,True,185,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
VVVUSDC,SPOT,VVV,USDC,True,186,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
WIFUSDC,SPOT,WIF,USDC,True,187,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
WLDUSDC,SPOT,WLD,USDC,True,188,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
WLFIUSDC,SPOT,WLFI,USDC,True,189,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
WUSDC,SPOT,W,USDC,True,190,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
WUSDT,SPOT,W,USDT,True,191,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
XAUTUSDC,SPOT,XAUT,USDC,True,192,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
XLMUSDC,SPOT,XLM,USDC,True,193,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
XPLUSDC,SPOT,XPL,USDC,True,194,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
XTZUSDC,SPOT,XTZ,USDC,True,195,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
YFIUSDC,SPOT,YFI,USDC,True,196,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ZARSCUSDC,SPOT,ZARSC,USDC,True,197,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
ZARSCZAR,SPOT,ZARSC,ZAR,True,198,0,0,0,10,0,2026-09-15T06:24:56.991722+00:00,VALR
ZECUSDC,SPOT,ZEC,USDC,True,199,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ZORAUSDC,SPOT,ZORA,USDC,True,200,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
ZROUSDC,SPOT,ZRO,USDC,True,201,0,0,0,0.5,0,2026-09-15T06:24:56.991722+00:00,VALR
ZRXUSDC,SPOT,ZRX,USDC,True,202,0,0,0,2,0,2026-09-15T06:24:56.991722+00:00,VALR
